uuid,identifier,createdBy,Date,Type,Source,DescriptionOfMoundOrLocale,LanduseAroundMound,LanduseAroundMoundNote,LanduseOnTopOfMound,LanduseOnTopOfMoundNote,PositioninTheLandscape,ProminenceNote,Latitude,Longitude,Northing,Easting,Accuracy,HandheldGPSPoint,Elevation,FacingDirectionForPhoto,Notes,Photo,HeightMax,DiameterMax,HeightMin,DiameterMin,OtherDimension,ShapeNotes,AssociatedFeatureOrMaterial,SurfaceMaterialDescription,SampleCollected,ChronologyEstimate,AssociatedFeatureOrMaterialPhoto,Condition,PrincipalSourceOfImpact,OtherSourcesOfImpact,ArchaeologicalPotential,MostRecentDamageWhat,MostRecentDamageWhat 2,MostRecentDamageWithin,MostRecentDamageWithin 2,RTDescription,CommentsAndRecommendations,CRMPhotos,geospatialcolumn
1.00E+18,9592,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Upper slope,,42.30630193,26.60856135,4683859.668,467737.8901,3,99,,South,photo 12,files/app/01ab0feb-697b-4ea5-9a4f-fb2859ee3279_image-1505458102466.original.jpg,1.1,18,NA,18,,,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(467737.890101 4683859.667948)
1.00E+18,9593,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Lower slope,,42.30544709,26.60860502,4683764.734,467741.0527,3,100,,South,"photo 13, white limestones scattered around the top of the mound",files/app/b9f204dc-481e-4ff5-bfa8-fafd4f6c2a85_image-1505458473621.original.jpg,0.9,16,NA,16,,,,,No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last month,,,,,POINT(467741.052669 4683764.733836)
1.00E+18,8392,Adela Sobotkova,15-Sep,Burial Mound,Legacy verification,mound is cut by the canal,Annual agriculture,,Other,explain in notes (water canal and field division,Hilltop,local maximum,42.36872282,26.67250379,4690768.352,473034.6708,3,93,,North,#340-341,files/app/0ee688e8-1bd5-444a-abe8-dd0f0b248daa_image-1505458533449.original.jpg,1.2,35,NA,NA,,,,,No,,,4 - seriously damaged,Construction,"canal construction, agriculture",4 - minimal,Agriculture,,Last month,,,,,POINT(473034.670826 4690768.351956)
1.00E+18,9594,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Lower slope,,42.30514667,26.60872436,4683731.331,467750.7356,3,101,,South,photo 14,files/app/4b935be7-9d7d-4d7d-8c37-1d125fd4dac6_image-1505458662101.original.jpg,0.9,17,NA,17,,,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(467750.735617 4683731.330786)
1.00E+18,9595,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Lower slope,,42.30512701,26.60828547,4683729.315,467714.5513,3,102,,West,photo 15,files/app/a29136c1-5cb4-414a-b2dd-d72164fb4962_image-1505458829447.original.jpg,0.8,14,NA,14,,,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(467714.551263 4683729.314612)
1.00E+18,9596,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Lower slope,,42.30454224,26.6079904,4683664.496,467689.9327,3,103,,South,photo 16,files/app/ac4ad0d1-4432-4f68-a2b2-323addd722e9_image-1505458984769.original.jpg,0.9,17,NA,17,,,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(467689.932668 4683664.496323)
1.00E+18,8393,Adela Sobotkova,15-Sep,Burial Mound,Legacy verification,canal going through,Annual agriculture,,Other,explain in notes (same as before,Hilltop,,42.36299756,26.6664066,4690134.593,472530.1468,3,94,,West,#342-343,files/app/15f7a8b7-9019-4f9d-b535-43b344ba020d_image-1505459860526.original.jpg,1.2,30,NA,NA,,,,,No,,,4 - seriously damaged,Construction,agriculture,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(472530.146829 4690134.593372)
1.00E+18,8159,Bara Weissova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,42.37047526,26.73536244,4690944.913,478210.9253,3,59,,Southwest,,files/app/8c2ab632-58eb-411e-97a4-9f2eba1c91d3_image-1505460720600.original.jpg,2.5,35,NA,25,,,,,No,,,3 - damaged,Looting,animal activity,3 - impaired,Animal activity,,Last month,,"01,irregular, 30,10, 3, machine excavation with soil dumped next to mound; 02, square, 2, 2, 1, manual excavation ",,files/app/21618e54-8eca-46c3-b6df-632e8ba2b0d3_image-1505460388347.original.jpg - files/app/b8527e18-f4a0-4422-b9f6-5bb9fe2ba148_image-1505460558978.original.jpg,POINT(478210.925311 4690944.913238)
1.00E+18,9597,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Upper slope,,42.31258668,26.61059394,4684556.727,467908.6074,3,104,,South,photo #17,files/app/6a235d48-e05f-469f-b703-de15fe51ddcf_image-1505460494100.original.jpg,3.5,24,NA,24,,,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(467908.607428 4684556.726559)
1.00E+18,8394,Adela Sobotkova,15-Sep,Extinct Burial Mound,Legacy verification,south of canal,Annual agriculture,,Annual agriculture,,Hilltop,,42.36200194,26.66481155,4690024.559,472398.3653,3,95,,West,#344,files/app/6bc3e22f-c899-4a7b-ad1e-0ead095f77a4_image-1505460354523.original.jpg,0.3,30,NA,NA,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last month,,,,,POINT(472398.365331 4690024.559482)
1.00E+18,9598,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Lower slope,,42.31339616,26.60663614,4684648.107,467582.8554,3,105,,Northeast,photo 18,files/app/fa537e9b-89b6-44b0-9661-ea239f1e649d_image-1505461033101.original.jpg,1.6,19,NA,18,,,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(467582.855421 4684648.10733)
1.00E+18,8395,Adela Sobotkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Hilltop,,42.3574834,26.65786765,4689525.116,471824.54,3,96,,West,#346-347,files/app/26235e67-0dd6-4eca-99b5-bb548310f519_image-1505461208163.original.jpg,2.5,40,NA,NA,,"large ploughed up mound, was 3 m tall on the map",,,No,,,3 - damaged,Agriculture,,1 - full,Agriculture,,Last week,,,tractor is going around it as we register the mound,,POINT(471824.540001 4689525.115943)
1.00E+18,9599,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Lower slope,,42.31368084,26.60582017,4684680.028,467515.7576,3,106,,Northeast,,files/app/97bfdf26-6e4f-4c25-8142-0b50fd283f41_image-1505461650221.original.jpg,5,29,NA,29,,,,,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"[01,irregular, 6,3,1.5,brush in the circle around the mound]",,files/app/3f96dd22-8d52-4d43-bb18-f43d7b92295d_image-1505461417963.original.jpg - files/app/6f810dc7-7e67-4c7a-8866-dd8a47ceb7fa_image-1505461458066.original.jpg,POINT(467515.75758 4684680.028279)
1.00E+18,8396,Adela Sobotkova,15-Sep,Extinct Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Hilltop,,42.35176889,26.65653932,4688891.042,471712.5856,3,97,,East,#348,files/app/9d275af6-13d5-4253-bec6-04c2ae399ba8_image-1505462588968.original.jpg,0,0,NA,NA,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last week,,,,,POINT(471712.585563 4688891.041811)
1.00E+18,8160,Bara Weissova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Scrub,,Valley Bottom or Plain,,42.37600317,26.71720424,4691563.525,476717.9008,3,60,,Northwest,,files/app/49abf0f5-dc3a-42ec-a4a0-733626ec0459_image-1505462981418.original.jpg,3.5,40,NA,40,,,,,No,,,2 - minor damage,Animal activity,,2 - good,Animal activity,,Last month,,,one animal hole. otherwise no signs of damage.,,POINT(476717.900849 4691563.524562)
1.00E+18,9600,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.31779588,26.60226921,4685138.304,467225.2586,3,107,,West,photo #22,files/app/4a39df0e-d62a-4052-99f2-9f2994b10bac_image-1505463043836.original.jpg,1.6,17,NA,17,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last year,,,,,POINT(467225.258619 4685138.303699)
1.00E+18,8397,Adela Sobotkova,15-Sep,Burial Mound,Legacy verification,geodetic marker on top,Annual agriculture,,Annual agriculture,,Hilltop,,42.34609813,26.65351338,4688262.394,471460.8043,3,98,192.6,Southwest,#349-350,files/app/ee0cc36a-2657-46c5-95c6-0a604bf8b99c_image-1505463470669.original.jpg,2.3,40,NA,NA,,,,,No,,,3 - damaged,Agriculture,,2 - good,Agriculture,,Last week,,,,,POINT(471460.804264 4688262.394331)
1.00E+18,9601,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,42.3197574,26.5982538,4685357.657,466895.3991,3,108,,West,photo #23-24,files/app/a4bce1b9-548e-4b83-85d8-f63eabaa991c_image-1505463954839.original.jpg,3.5,24,NA,20,,,,,No,,,3 - damaged,Looting,animal activity,3 - impaired,Animal activity,,Unknown,,"[01, oval, 3, 2.5, 0.5, north half of mound]",,files/app/a33d059d-6c05-4f7c-9f34-22932c1a0e07_image-1505463742093.original.jpg,POINT(466895.399139 4685357.656734)
1.00E+18,8161,Bara Weissova,15-Sep,Burial Mound,Legacy verification,so overgrown with scrub we can''t go on top,Annual agriculture,,Scrub,,Valley Bottom or Plain,,42.37449717,26.72053662,4691395.397,476991.7006,3,61,,Southeast,,files/app/b7bf3fe9-04ca-4450-a489-2784bd766424_image-1505463948655.original.jpg,2,50,NA,45,,,,,No,,,0 - No observation,No observation,,No observation,Unknown,,Unknown,,,,,POINT(476991.700618 4691395.396565)
1.00E+18,9602,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.31980835,26.59878163,4685363.109,466938.9204,3,109,,North,photo #25,files/app/1f3483ba-3da5-4056-b760-451d9e0552d0_image-1505464131026.original.jpg,0.4,15,NA,15,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(466938.920393 4685363.108625)
1.00E+18,9603,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.31951511,26.59983176,4685330.141,467025.2994,3,110,,East,photo #26,files/app/e6a72056-084a-4998-af14-5f4c3ee12f2b_image-1505464579967.original.jpg,0.4,15,NA,15,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(467025.299428 4685330.141238)
1.00E+18,8398,Adela Sobotkova,15-Sep,Burial Mound,Legacy verification,concrete marker on top,Annual agriculture,,Scrub,,Hilltop,,42.34853821,26.64759704,4688535.333,470974.6124,3,99,,West,#351-352,files/app/9997b40c-dc79-4e0b-8929-5134daa9109d_image-1505464651443.original.jpg,1.7,27,NA,NA,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last week,,,,,POINT(470974.61244 4688535.332572)
1.00E+18,8399,Adela Sobotkova,15-Sep,Burial Mound,Legacy verification,grey soilmark over low mound,Annual agriculture,,Annual agriculture,,Hilltop,ridge,42.34828452,26.64679311,4688507.439,470908.2799,3,100,,West,#353,files/app/0e2e9bc1-3788-4334-a645-84188fabf532_image-1505465078495.original.jpg,1.4,25,NA,NA,,,Loose artefacts,few very abraded red fw fragments and a handle,No,,,4 - seriously damaged,Agriculture,,3 - impaired,Agriculture,,Last week,,,,,POINT(470908.279946 4688507.438951)
1.00E+18,8162,Bara Weissova,15-Sep,Burial Mound,Survey,on the top a rectangular grave,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.36930615,26.71274814,4690821.143,476348.5253,3,62,,West,,files/app/f5c945a4-de4e-43cc-98ed-b757806f54c4_image-1505465657134.original.jpg,0.8,60,NA,50,,,Other,rectangular grave from stone slabs on top,No,,files/app/2488f506-b8a2-4b83-8508-37ac316ba0c4_image-1505465468348.original.jpg - files/app/2b14e8e0-ec92-48fd-bcdc-5f319bcde18b_image-1505465493760.original.jpg,4 - seriously damaged,Looting,agriculture,4 - minimal,Agriculture,,Last year,,,,,POINT(476348.525262 4690821.142819)
1.00E+18,8400,Adela Sobotkova,15-Sep,Burial Mound,Legacy verification,mound marked as 2 m tall,Annual agriculture,,Annual agriculture,,Hilltop,,42.34735609,26.6436895,4688405.416,470652.2205,3,101,,Southwest,#354-355,files/app/b3a68ae0-958a-40f4-8407-f94d333fedd1_image-1505465613925.original.jpg,2,34,NA,NA,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last week,,,,,POINT(470652.220456 4688405.416363)
1.00E+18,9604,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.32097905,26.61122887,4685488.337,467965.1899,3,111,,West,photo 27,files/app/3db8392c-f0f2-4b1c-9e05-f68c9bcb4e6b_image-1505466131343.original.jpg,1.6,19,NA,19,,,,,No,,,3 - damaged,Agriculture,,4 - minimal,Agriculture,,Last week,,,,,POINT(467965.189892 4685488.337066)
1.00E+18,9605,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Hilltop,,42.33109308,26.61552894,4686609.742,468324.5912,3,112,,North,photo28,files/app/1ca90e0a-b1c3-4ee1-9a74-601a8340ad12_image-1505467444120.original.jpg,1.5,19,NA,15,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last week,,,,,POINT(468324.591161 4686609.742444)
1.00E+18,9606,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Valley Bottom or Plain,,42.3337217,26.61316695,4686902.495,468131.3204,3,113,,North,photo29,files/app/52fa9017-38f9-4ace-aaec-15f0ec251e9c_image-1505468059921.original.jpg,1.9,20,NA,18,,,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(468131.320443 4686902.495262)
1.00E+18,9607,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.33596104,26.61055881,4687152.122,467917.5906,3,114,,North,photo31,files/app/4c1dff05-71d4-4487-923d-dfab074a768d_image-1505468616932.original.jpg,0.8,20,NA,20,,,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(467917.590624 4687152.121998)
1.00E+18,9608,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Hilltop,,42.33652139,26.61004075,4687214.536,467875.1977,3,115,,West,"photo 32-33, white limestone spread all over, ",files/app/fd65d58a-95d2-4eb1-894e-b0598d116012_image-1505469080631.original.jpg,2,26,NA,24,,,,,No,,,4 - seriously damaged,Looting,,4 - minimal,Looting,,Last year,,"[01,irregular,4,3,1.2,white limestone all around rt]",,files/app/e74b50b5-e307-41a4-8397-43f422fa7f32_image-1505468952923.original.jpg,POINT(467875.197677 4687214.535885)
1.00E+18,8401,Adela Sobotkova,15-Sep,Burial Mound,Legacy verification,no geodetic marker,Annual agriculture,,Annual agriculture,,Hilltop,,42.33599817,26.64388289,4687144.215,470662.8702,3,102,185.3,Southeast,#358-359,files/app/c897306d-1c6b-43a9-a8b3-3e002ae7f2ba_image-1505469164766.original.jpg,0.8,30,NA,NA,,,,,No,,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last week,,,,,POINT(470662.870212 4687144.215145)
1.00E+18,9609,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Hilltop,,42.33625845,26.61084262,4687185.037,467941.1219,3,116,,Southeast,,files/app/770405c9-bfdc-45d7-8720-0b68b8e1c9d4_image-1505469374532.original.jpg,2,25,NA,22,,,,,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"[01,circular, 2,2,1.6]",,files/app/e2d86ed5-27a5-43ba-9efc-dcb9b458790d_image-1505469336102.original.jpg,POINT(467941.121852 4687185.037208)
1.00E+18,8163,Bara Weissova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.35961469,26.70182631,4689748.137,475445.4795,3,63,,Northwest,,files/app/7fa260d6-3ce4-4082-9414-d0f0ce6aa0fd_image-1505469549521.original.jpg,0.5,60,NA,55,,,,"1 body sherd, most likely Roman",No,Roman,,4 - seriously damaged,Agriculture,,4 - minimal,Agriculture,,Last year,,,,,POINT(475445.479473 4689748.137229)
1.00E+18,9610,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Hilltop,,42.3361807,26.61131392,4687176.228,467979.9087,3,117,,East,"photo36, white crumbled limestone spread all over the mound",files/app/06360aac-a4a4-4b4c-9172-c8402ee431aa_image-1505469524378.original.jpg,1.4,18,NA,17,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last month,,,,,POINT(467979.908705 4687176.227636)
1.00E+18,9611,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Hilltop,,42.33686453,26.61085046,4687252.331,467942.076,3,118,,East,,files/app/1c1864d0-7a9f-4a67-846e-71c34873c3a0_image-1505469835412.original.jpg,2.8,27,NA,25,,,,,No,,,3 - damaged,Looting,,3 - impaired,Looting,,Unknown,,"[01,irregular,6,3,1.2]",,files/app/3bff22ec-42c7-4c2e-9ecc-7c8daad9ad20_image-1505469751762.original.jpg,POINT(467942.075965 4687252.33118)
1.00E+18,9612,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Hilltop,,42.33723779,26.61091894,4687293.751,467947.9068,3,119,,West,,files/app/80468f20-c60f-4a39-b2b1-508a53a87a68_image-1505470218056.original.jpg,2,23,NA,22,,,Artefact scatter,white limestone crumbled stones,No,,,4 - seriously damaged,Looting,,3 - impaired,Looting,,Unknown,,"[01,circular,2,2,1.3,circular rt on the top in the centre]",,files/app/f8f08280-a2d0-4fde-bbe0-1b49dba5556a_image-1505470107462.original.jpg,POINT(467947.906849 4687293.750889)
1.00E+18,9613,Vera Dolezalkova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Pasture,grassland,Hilltop,,42.3374745,26.61115153,4687319.947,467967.1875,3,120,164,South,,files/app/50fddfcb-9ded-4722-a1aa-fd0347531777_image-1505470400361.original.jpg,2.1,25,NA,23,,,,,No,,,2 - minor damage,Agriculture,,3 - impaired,Agriculture,,Unknown,,,,,POINT(467967.187477 4687319.946568)
1.00E+18,8165,Bara Weissova,15-Sep,Burial Mound,Legacy verification,very shallow RTs that do not damage the mound on top.,Annual agriculture,,Scrub,,Valley Bottom or Plain,,42.35268841,26.7077687,4688977.372,475932.1906,3,64,,West,,files/app/c5b43097-d040-43e5-85c5-65cbef545766_image-1505471326768.original.jpg,4.5,50,NA,50,,,Loose artefacts,material may not be from this mound as the mound is not too disrupted. potential extinct mound next to this one?,No,Roman,files/app/e0b4b96b-2751-4e55-8150-d56e96b6a2d4_image-1505471535071.original.jpg,2 - minor damage,Animal activity,,1 - full,Animal activity,,Last year,,,,,POINT(475932.190649 4688977.372107)
1.00E+18,8166,Bara Weissova,15-Sep,Surface Scatter,Survey,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.35249345,26.70805699,4688955.643,475955.8599,3,65,,Northwest,,files/app/37b8c029-20d7-467b-bbfe-c76bc8e02332_image-1505471728356.original.jpg,0,0,NA,0,,,Artefact scatter,Roman pottery,No,Roman,files/app/3415830a-b7f8-4118-8383-8474651eec51_image-1505471887535.original.jpg - files/app/f6eec8f9-4b0b-405c-803c-c365000b3299_image-1505472000135.original.jpg,0 - No observation,Agriculture,,Other,Agriculture,,Last month,,,,,POINT(475955.859897 4688955.643042)
1.00E+18,8167,Bara Weissova,15-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Valley Bottom or Plain,,42.35265752,26.69371402,4688978.016,474774.6515,3,66,,North,,files/app/ebda5c1c-f108-4f47-939d-c0469cdbb648_image-1505473078226.original.jpg,2,40,NA,40,,,,,No,,,3 - damaged,Agriculture,,3 - impaired,Agriculture,,Last year,,,,,POINT(474774.651533 4688978.015829)
1.00E+18,8168,Bara Weissova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Scrub,,Valley Bottom or Plain,,42.35318871,26.69436062,4689036.805,474828.1169,3,67,,West,,files/app/ca848411-0aa8-4a8c-93f1-93c99855ae10_image-1505473498880.original.jpg,5,60,NA,50,,look at satellite,,,No,,,2 - minor damage,Animal activity,,1 - full,Animal activity,,Last month,,,3 animal holes around top,,POINT(474828.116895 4689036.805401)
1.00E+18,8169,Bara Weissova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.35360834,26.69529276,4689083.123,474905.0526,3,68,,South,,files/app/0b2aa79f-f377-47dc-b993-a54d1255dc97_image-1505473882630.original.jpg,2.5,60,NA,60,,,,,No,,,2 - minor damage,Agriculture,,1 - full,Agriculture,,Last year,,,,,POINT(474905.05259 4689083.123248)
1.00E+18,8170,Bara Weissova,15-Sep,Burial Mound,Legacy verification,,Annual agriculture,,Annual agriculture,,Valley Bottom or Plain,,42.3429547,26.69110208,4687901.433,474555.6219,3,69,,Northeast,,files/app/7befae43-2ee7-42b9-a077-e04e4afcef57_image-1505474596646.original.jpg,0.4,45,NA,40,,,,,No,,,5 - extinct or near extinct,Agriculture,,5 - none or nearly none,Agriculture,,Last year,,,,,POINT(474555.621896 4687901.433237)
1.00E+18,9614,Vera Dolezalkova,18-Sep,Burial Mound,Legacy verification,,Pasture,grassland,Pasture,grassland,Hilltop,,42.36666778,26.25327912,4690758.237,438514.482,3,121,0,Southeast,,files/app/2fbcf45b-0d0d-4603-a02d-5d5ed178ff7a_image-1505708275506.original.jpg,1.7,18,NA,14,,,,,No,,,3 - damaged,Looting,,4 - minimal,Looting,,Unknown,,"[01,circular, 3.5,3,1.5, filled with brown rocks]",,files/app/f9452550-b038-4f3b-a6c3-c304e0327a5c_image-1505708142675.original.jpg,POINT(438514.481987 4690758.237284)
